,Date,Close,Change,Polarity
0,2018-02-01,90.8,-0.008039647577092555,7.345574494949496
1,2018-02-02,88.42,-0.026916987106989317,3.2837121212121216
2,2018-02-03,88.42,0.0,1.5287554112554103
3,2018-02-04,88.42,0.0,2.3227813852813854
4,2018-02-05,84.77,-0.04305768550194651,5.160921717171716
5,2018-02-06,87.98,0.03648556490111398,5.907575757575758
6,2018-02-07,86.32,-0.019230769230769357,2.767619047619047
7,2018-02-08,81.89,-0.05409695933569413,6.557233044733045
8,2018-02-09,84.95,0.03602118893466748,2.4054274891774883
9,2018-02-10,84.95,0.0,1.5268253968253969
10,2018-02-11,84.95,0.0,3.757483766233766
11,2018-02-12,85.86,0.010598648963428797,6.0480735930735925
12,2018-02-13,86.54,0.007857638086434098,4.794751082251081
13,2018-02-14,87.89,0.01536010922744333,4.016295093795094
14,2018-02-15,,,4.300140692640691
15,2018-02-16,89.04,,5.442373737373737
16,2018-02-17,89.04,0.0,3.3049855699855706
17,2018-02-18,89.04,0.0,3.2612391774891774
18,2018-02-19,89.04,0.0,7.60454274891775
19,2018-02-20,89.74,0.007800312012480373,3.7814213564213564
20,2018-02-21,88.55,-0.013438735177865587,5.709945887445886
21,2018-02-22,88.78,0.0025906735751295784,24.70338744588746
22,2018-02-23,91.04,0.02482425307557123,-1.7096717171717168
23,2018-02-24,91.04,0.0,5.047005772005772
24,2018-02-25,91.04,0.0,1.4322853535353537
25,2018-02-26,92.35,0.014185165132647408,5.35417748917749
26,2018-02-27,91.17,-0.012942854008994106,3.9424242424242415
27,2018-02-28,90.76,-0.004517408550021998,6.137857142857144
28,2018-03-01,89.87,-0.009903193501724718,4.407738095238095
29,2018-03-02,90.06,0.0021097046413501856,10.801020923520927
30,2018-03-03,90.06,0.0,-1.2126443001443001
31,2018-03-04,90.06,0.0,5.5256313131313135
32,2018-03-05,90.63,0.006289308176100554,4.501774891774892
33,2018-03-06,90.32,-0.0034322409211692017,4.299458874458874
34,2018-03-07,90.84,0.005724350506384965,4.688246753246752
35,2018-03-08,91.4,0.006126914660831534,6.4681818181818205
36,2018-03-09,93.44,0.02183219178082183,4.506212121212123
37,2018-03-10,93.44,0.0,6.216738816738817
38,2018-03-11,93.44,0.0,4.585443722943723
39,2018-03-12,93.66,0.00234892163143283,5.162987914862916
40,2018-03-13,91.38,-0.024950755088640853,5.245093795093794
41,2018-03-14,90.83,-0.006055268083232381,4.982983405483406
42,2018-03-15,91.15,0.0035106966538673325,6.412669552669553
43,2018-03-16,91.56,0.004477937964176459,7.985335497835498
44,2018-03-17,91.56,0.0,5.170752164502166
45,2018-03-18,91.56,0.0,7.047171717171717
46,2018-03-19,89.9,-0.01846496106785313,5.211176046176048
47,2018-03-20,90.14,0.0026625249611714544,-0.34409632034632
48,2018-03-21,89.51,-0.007038319740811031,4.501696428571429
49,2018-03-22,86.9,-0.030034522439585723,4.830305735930736
50,2018-03-23,84.38,-0.029864896894998938,6.017319624819623
51,2018-03-24,84.38,0.0,6.694612193362193
52,2018-03-25,84.38,0.0,2.3003787878787887
53,2018-03-26,90.77,0.07039770849399582,5.831655844155842
54,2018-03-27,86.59,-0.04827347268737721,5.7067189754689736
55,2018-03-28,86.52,-0.0008090614886732246,3.087175324675326
56,2018-03-29,88.34,0.02060221870047552,6.951967893217894
57,2018-03-30,88.34,0.0,6.997456709956709
58,2018-03-31,88.34,0.0,3.783030303030305
59,2018-04-01,88.34,0.0,7.39140422077922
60,2018-04-02,85.68,-0.031045751633986887,2.7839971139971142
61,2018-04-03,86.83,0.013244270413451473,4.009116161616162
62,2018-04-04,89.36,0.02831244404655328,5.037588383838385
63,2018-04-05,89.41,0.00055922156358346,2.320281385281385
64,2018-04-06,87.33,-0.023817702965762032,7.658062770562771
65,2018-04-07,87.33,0.0,4.155050505050504
66,2018-04-08,87.33,0.0,4.98742784992785
67,2018-04-09,87.85,0.005919180421172408,3.7603030303030303
68,2018-04-10,89.9,0.02280311457174651,2.538169191919191
69,2018-04-11,88.91,-0.011134855471825545,5.864909812409812
70,2018-04-12,90.57,0.018328364800706598,-0.5410016835016837
71,2018-04-13,90.09,-0.005328005328005214,1.6400162337662343
72,2018-04-14,90.09,0.0,5.126569264069263
73,2018-04-15,90.09,0.0,7.928747294372294
74,2018-04-16,91.14,0.01152073732718891,3.6284632034632045
75,2018-04-17,92.98,0.019789201978920232,1.3233784271284277
76,2018-04-18,93.34,0.003856867366616664,7.550505050505049
77,2018-04-19,93.02,-0.0034401204042142273,1.137884199134199
78,2018-04-20,91.95,-0.011636759108210909,4.619085497835497
79,2018-04-21,91.95,0.0,3.2096699134199134
80,2018-04-22,91.95,0.0,9.450021645021646
81,2018-04-23,92.29,0.0036840394408928744,2.2643975468975466
82,2018-04-24,90.13,-0.023965383335182635,4.223955627705627
83,2018-04-25,89.34,-0.008842623684799553,10.406920995671
84,2018-04-26,91.23,0.020716869450838546,1.0987283549783553
85,2018-04-27,92.74,0.016282078930342798,6.4921428571428565
86,2018-04-28,92.74,0.0,0.4955507455507455
87,2018-04-29,92.74,0.0,4.722279040404041
88,2018-04-30,90.51,-0.02463816152911269,4.779897186147191
89,2018-05-01,91.95,0.015660685154975505,1.8135822510822508
90,2018-05-02,90.51,-0.015909844216108693,8.97588383838384
91,2018-05-03,91.05,0.005930807248764328,7.312828282828283
92,2018-05-04,92.1,0.011400651465798016,6.363203463203464
93,2018-05-05,92.1,0.0,5.219274891774893
94,2018-05-06,92.1,0.0,4.397310606060607
95,2018-05-07,93.13,0.011059808869322466,3.0746861471861475
96,2018-05-08,92.73,-0.004313598619648349,5.440000971250971
97,2018-05-09,93.82,0.011617991899381681,4.442353380746239
98,2018-05-10,94.76,0.009919797382862092,6.988073593073594
99,2018-05-11,94.56,-0.0021150592216582363,6.708315295815296
100,2018-05-12,94.56,0.0,1.3396861471861465
101,2018-05-13,94.56,0.0,1.0641558441558439
102,2018-05-14,94.88,0.0033726812816188153,6.212173520923521
103,2018-05-15,94.19,-0.007325618430831274,8.617500000000003
104,2018-05-16,94.44,0.0026471833968657347,1.8991955266955265
105,2018-05-17,,,3.7719633838383837
106,2018-05-18,93.67,,-0.19704184704184702
107,2018-05-19,93.67,0.0,2.6022799422799423
108,2018-05-20,93.67,0.0,11.031105699855702
109,2018-05-21,94.87,0.012648887951934255,3.1483225108225117
110,2018-05-22,94.78,-0.0009495674192868054,9.740705266955265
111,2018-05-23,95.9,0.011678832116788367,5.0758116883116875
112,2018-05-24,95.56,-0.0035579740477187463,7.521645021645021
113,2018-05-25,95.61,0.0005229578495972927,5.008918650793651
114,2018-05-26,95.61,0.0,5.432965367965367
115,2018-05-27,95.61,0.0,2.75699494949495
116,2018-05-28,95.61,0.0,-0.10032467532467498
117,2018-05-29,95.27,-0.0035688044505091153,5.956850649350651
118,2018-05-30,96.19,0.009564403784177167,3.3636634199134208
119,2018-05-31,96.08,-0.001144879267277263,7.107936507936507
